year,ProfitK,ProfitY,IY,RF,PE,growthpop,growthemp,growthGDP,priceinvt,PD,PEop,growthTFP,growthTFPADJ,ERP,KY,ystar,Drate,ik,LS,CS,PS,SP,ERPalt,SPMU,SPRISK,Spread2,gYN,ER,lev_net_mkt,kstar,vstar,cstar,xstar,logystar,logxstar,logcstar,EmpPop,logystar2,logxstar2,logcstar2,TobinQ
1988,13.683173,30.142754,17.540676,2.6655474,14.44,1.0125339,2.2292924,4.0920687,-1.4416203,24.686829,11.476666,1.3804281,2.3423514,-99.989998,2.2029066,-99.989998,5.2707777,7.8940296,-99.989998,-99.989998,-99.989998,10.44734,-99.989998,-99.989998,-99.989998,-99.989998,1.8627763,-99.989998,.5291028,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,62.278572,-99.989998,-99.989998,-99.989998,-99
1989,13.685737,29.600113,17.229155,4.353672,16.613333,.95960742,2.0258167,3.6064289,-2.131355,28.15316,13.1,-.58168852,-.15011261,-99.989998,2.1628439,-99.989998,5.3254004,7.8831987,-99.989998,-99.989998,-99.989998,9.6674032,-99.989998,-99.989998,-99.989998,-99.989998,1.5806122,-99.989998,.5291028,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,62.946144,-99.989998,-99.989998,-99.989998,-99
1990,13.567255,29.058876,16.415958,3.6275785,16.4575,1.4757483,1.2440022,1.8688306,-2.6482246,27.424585,14.355833,.12991558,.30952048,-99.989998,2.141839,-99.989998,5.3930473,7.6103978,-99.989998,-99.989998,-99.989998,10.701422,-99.989998,-99.989998,-99.989998,-99.989998,.62482834,-99.989998,.5291028,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,62.800438,-99.989998,-99.989998,-99.989998,-99
1991,13.702817,29.052483,15.340771,2.8353052,17.920834,.92667657,-.91590118,-.10790081,-1.8150176,32.327278,18.834167,-.57163072,.70749134,-99.989998,2.1201832,-99.989998,5.5314293,7.1605277,-99.989998,-99.989998,-99.989998,12.744484,-99.989998,-99.989998,-99.989998,-99.989998,.80800039,-99.989998,.5291028,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,61.653889,-99.989998,-99.989998,-99.989998,-99
1992,13.4515,28.071907,15.286106,1.0273767,19.634167,.98012364,.65650678,3.4614255,-2.8341315,35.999943,20.834999,3.2079895,2.166364,-99.989998,2.0868979,-99.989998,5.4676938,7.2255864,-99.989998,-99.989998,-99.989998,13.212334,-99.989998,-99.989998,-99.989998,-99.989998,2.8049188,-99.989998,.5291028,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,61.454689,-99.989998,-99.989998,-99.989998,-99
1993,13.751038,28.710449,15.834135,.58887655,20.749166,1.0485262,1.4833993,2.7155323,-1.4635551,38.992973,18.584167,-.85363311,-2.5728149,-99.989998,2.0878751,-99.989998,5.4455686,7.5370636,-99.989998,-99.989998,-99.989998,13.625204,-99.989998,-99.989998,-99.989998,-99.989998,1.232133,-99.989998,.5291028,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,61.722519,-99.989998,-99.989998,-99.989998,-99
1994,14.42071,30.077248,16.367054,2.1967015,20.48,1.0095356,2.31178,3.9495084,-.55466408,38.287018,15.5625,.39920214,-.80321717,-99.989998,2.0856981,-99.989998,5.422761,7.7913532,-99.989998,-99.989998,-99.989998,11.96071,-99.989998,-99.989998,-99.989998,-99.989998,1.6377285,-99.989998,.5448429,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,62.531555,-99.989998,-99.989998,-99.989998,-99
1995,14.788145,30.865074,16.837049,3.8122163,22.720833,.89509434,1.4816689,2.6490037,-.63257796,41.878986,15.316667,.42907813,1.6365354,-99.989998,2.0871499,-99.989998,5.5345807,8.0356474,-99.989998,-99.989998,-99.989998,11.831478,-99.989998,-99.989998,-99.989998,-99.989998,1.1673348,-99.989998,.46237397,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,62.899426,-99.989998,-99.989998,-99.989998,-99
1996,15.105232,31.3563,17.357645,2.8352289,25.942499,1.0053328,1.4401776,3.7037337,-2.4950027,49.283382,17.101667,1.7250353,1.6857117,-99.989998,2.0758569,-99.989998,5.55476,8.3521299,-99.989998,-99.989998,-99.989998,12.309399,-99.989998,-99.989998,-99.989998,-99.989998,2.263556,-99.989998,.4142749,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,63.173538,-99.989998,-99.989998,-99.989998,-99
1997,15.284401,31.526573,17.775368,3.1876602,30.956667,1.2596235,2.2258041,4.3503819,-2.1324296,59.188644,20.325001,1.6758784,.73727542,-99.989998,2.0626633,-99.989998,5.5955281,8.5820704,-99.989998,-99.989998,-99.989998,12.046068,-99.989998,-99.989998,-99.989998,-99.989998,2.1245778,-99.989998,.35627505,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,63.786865,-99.989998,-99.989998,-99.989998,-99
1998,14.618241,30.261703,18.460079,3.9658327,36.006668,1.0220813,1.4584408,4.384366,-1.8826964,68.547188,24.5275,2.0880477,2.3716526,-99.989998,2.070133,-99.989998,5.6227746,8.866704,-99.989998,-99.989998,-99.989998,11.841575,-99.989998,-99.989998,-99.989998,-99.989998,2.9259253,-99.989998,.33492512,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,64.065811,-99.989998,-99.989998,-99.989998,-99
1999,14.230997,29.568474,18.962276,2.7875178,42.068333,1.2266493,1.5284653,4.6436567,-1.9661399,76.340782,27.605833,1.8723614,2.2446189,-99.989998,2.0777514,-99.989998,5.676105,9.0588799,-99.989998,-99.989998,-99.989998,11.236831,-99.989998,-99.989998,-99.989998,-99.989998,3.1151915,-99.989998,.3139697,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,64.259468,-99.989998,-99.989998,-99.989998,-99
2000,13.559713,28.300644,19.35078,3.0288987,41.700832,2.2953627,2.5147257,4.0446048,-1.7154905,89.555916,25.540001,1.6365354,2.1174235,-99.989998,2.0871122,-99.989998,5.7786584,9.1715469,-99.989998,-99.989998,-99.989998,9.8847132,-99.989998,-99.989998,-99.989998,-99.989998,1.5298791,-99.989998,.36755082,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,64.400581,-99.989998,-99.989998,-99.989998,-99
2001,13.02345,27.912827,18.646166,1.9812459,32.064167,1.1765069,.028240336,.99344963,-1.6304849,74.260696,26.4375,-.090040527,2.3716526,-99.989998,2.1432743,-99.989998,5.8109236,8.589179,-99.989998,-99.989998,-99.989998,12.20095,-99.989998,-99.989998,-99.989998,-99.989998,.96520931,-99.989998,.44943732,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,63.665321,-99.989998,-99.989998,-99.989998,-99
2002,13.530645,29.476326,17.468271,-.10712125,25.918333,1.1450554,-.3353205,1.7268101,-1.6057754,61.429253,23.407499,1.8429135,2.4107075,-99.989998,2.1784863,-99.989998,5.7419162,7.9274535,-99.989998,-99.989998,-99.989998,13.845645,-99.989998,-99.989998,-99.989998,-99.989998,2.0621307,-99.989998,.61817187,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,62.729778,-99.989998,-99.989998,-99.989998,-99
2003,13.858962,30.495232,17.568205,-1.6297162,24.1075,1.6403494,.91050011,2.8205669,-1.9196322,55.512505,19.040001,2.1761491,1.6168581,-99.989998,2.200398,-99.989998,5.6412268,7.8793936,-99.989998,-99.989998,-99.989998,14.064795,-99.989998,-99.989998,-99.989998,-99.989998,1.9100668,-99.989998,.51095402,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,62.273613,-99.989998,-99.989998,-99.989998,-99
2004,14.075407,31.970192,18.153385,-1.8290559,26.413334,.98484254,1.0907466,3.7288442,-.25813201,51.550774,18.010834,2.5472796,1.7053754,-99.989998,2.2713511,-99.989998,5.4405656,7.9133863,-99.989998,-99.989998,-99.989998,13.955407,-99.989998,-99.989998,-99.989998,-99.989998,2.6380975,-99.989998,.34122714,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,62.339596,-99.989998,-99.989998,-99.989998,-99
2005,14.255239,33.470497,19.001886,-.30223635,26.014166,1.2129704,1.7586037,3.4527235,.6680398,54.691151,16.512501,1.4297304,1.3607004,-99.989998,2.3479435,-99.989998,5.3425112,8.010663,-99.989998,-99.989998,-99.989998,12.803573,-99.989998,-99.989998,-99.989998,-99.989998,1.6941198,-99.989998,.38053659,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,62.680672,-99.989998,-99.989998,-99.989998,-99
2006,14.568479,34.715218,19.052307,1.5080179,25.978333,1.2012014,1.8925683,2.8153181,.16397019,52.733986,15.769167,1.1137744,-.3405793,-99.989998,2.3828993,-99.989998,5.3616776,7.8988299,-99.989998,-99.989998,-99.989998,12.127645,-99.989998,-99.989998,-99.989998,-99.989998,.92274976,-99.989998,.43834168,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,63.115528,-99.989998,-99.989998,-99.989998,-99
2007,14.440416,34.03933,18.261267,1.9214696,26.834167,1.3251572,1.1241183,1.8583225,-1.6471374,52.53521,16.790833,-.79313701,-.84354788,-99.989998,2.3572264,-99.989998,5.474309,7.6259894,-99.989998,-99.989998,-99.989998,12.24375,-99.989998,-99.989998,-99.989998,-99.989998,.73420417,-99.989998,.56917924,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,62.98877,-99.989998,-99.989998,-99.989998,-99
2008,14.322273,33.909294,17.038904,-1.5486307,20.775833,.82507902,-.4645597,-.13640426,-2.7521899,42.14933,18.672501,-1.8367658,-.43092716,-99.989998,2.3675916,-99.989998,5.560101,7.0339527,-99.989998,-99.989998,-99.989998,14.808106,-99.989998,-99.989998,-99.989998,-99.989998,.32815546,-99.989998,.54859674,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,62.181656,-99.989998,-99.989998,-99.989998,-99
2009,14.470984,33.911652,14.398328,.11718719,16.922501,.85735071,-3.8420177,-2.5697944,-1.3298912,39.901646,21.458334,-.48115569,3.1692448,-99.989998,2.3434241,-99.989998,5.6869631,5.9317956,-99.989998,-99.989998,-99.989998,15.691816,-99.989998,-99.989998,-99.989998,-99.989998,1.2722232,-99.989998,.37055871,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,59.32711,-99.989998,-99.989998,-99.989998,-99
2010,15.814762,36.229088,14.084751,-1.9748546,20.719166,.85651004,-.58554626,2.5319781,-3.6371942,46.440563,15.0575,2.8393075,-.3205131,-99.989998,2.2908399,-99.989998,5.6006055,5.9150662,-99.989998,-99.989998,-99.989998,16.454762,-99.989998,-99.989998,-99.989998,-99.989998,3.1175244,-99.989998,.32248753,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,58.477718,-99.989998,-99.989998,-99.989998,-99
2011,16.041067,36.306297,14.709894,-2.7732043,21.754999,.74905723,.57929128,1.5388589,-1.7785008,47.614883,13.923333,.54849303,-.5917474,-99.989998,2.2633343,-99.989998,5.6032019,6.2314339,-99.989998,-99.989998,-99.989998,17.526068,-99.989998,-99.989998,-99.989998,-99.989998,.95956761,-99.989998,.27175573,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,58.378529,-99.989998,-99.989998,-99.989998,-99
2012,16.390869,36.7183,15.746743,-2.14449,21.353333,1.5186954,1.8341774,2.2243462,-.88402194,39.524693,14.185833,1.222497,.99503309,-99.989998,2.2401679,-99.989998,5.6168008,6.7159081,-99.989998,-99.989998,-99.989998,18.332537,-99.989998,-99.989998,-99.989998,-99.989998,.39016879,-99.989998,.23147148,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,58.562992,-99.989998,-99.989998,-99.989998,-99
2013,16.172153,36.831299,16.213978,-1.6497196,23.244167,.97963071,1.0237557,1.8255514,-.64635712,46.115002,16.219999,.11992805,.0099994997,-99.989998,2.2774518,-99.989998,5.5521259,6.7821527,-99.989998,-99.989998,-99.989998,17.79882,-99.989998,-99.989998,-99.989998,-99.989998,.80179572,-99.989998,.15935294,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,58.588837,-99.989998,-99.989998,-99.989998,-99
2014,15.993831,36.679737,16.861378,-1.9126357,25.468334,.91861707,1.6373184,2.4220233,.15076719,47.874924,17.35,.99503309,.99503309,-99.989998,2.2933679,-99.989998,5.5525002,7.0055771,-99.989998,-99.989998,-99.989998,17.622997,-99.989998,-99.989998,-99.989998,-99.989998,.78470492,-99.989998,.15303802,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,59.011433,-99.989998,-99.989998,-99.989998,-99
2015,15.921944,35.943726,16.922714,-.45964071,26.215,1.1444801,1.7130015,2.8403759,.41145027,45.696323,19.368334,1.0346292,1.4395881,-99.989998,2.2574961,-99.989998,5.639679,7.1787019,-99.989998,-99.989998,-99.989998,17.425278,-99.989998,-99.989998,-99.989998,-99.989998,1.1273744,-99.989998,.17319575,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,59.347881,-99.989998,-99.989998,-99.989998,-99
2016,15.362485,35.256638,16.789793,-1.1114628,26.054167,1.0853606,1.7287332,1.5551348,-1.331576,43.802456,20.827499,-.58168852,-.090040527,-99.989998,2.2949827,-99.989998,5.568017,6.9979291,-99.989998,-99.989998,-99.989998,16.939985,-99.989998,-99.989998,-99.989998,-99.989998,-.17359841,-99.989998,.17435524,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,-99.989998,59.730942,-99.989998,-99.989998,-99.989998,-99
